,Liver_ILC1_1,Liver_ILC1_2,Liver_ILC1_3,Liver_NK_1,Liver_NK_2,Liver_NK_3
Gm24919,0,0,0,0,0,0
Gm24920,0,0,0,0,0,0
Gm24921,0,0,0,0,0,0
Gm24922,0,0,0,0,0,0
Gm24923,0,0,0,0,0,0
Gm24924,0,1,2,2,2,2
Gm24925,0,0,0,0,0,0
Gm24926,0,0,0,0,0,0
Gm24927,0,0,0,0,0,0
Gm24928,0,0,0,0,0,0
Gm24929,0,0,0,0,0,0
Gm24930,0,0,0,0,0,0
Gm24931,0,0,0,0,0,0
Gm24932,0,0,0,0,0,0
Gm24933,0,0,0,0,0,0
Gm24934,0,0,0,0,0,0
Gm24935,0,0,0,0,0,0
Gm24936,0,0,0,0,0,0
Gm24937,0,0,0,0,0,0
Gm24938,0,0,0,0,0,0
Gm24939,0,0,0,0,0,0
Gm24940,0,0,0,0,0,0
Gm24942,0,0,0,0,0,0
Gm24943,0,0,0,0,0,0
Gm24944,0,0,0,0,0,0
Gm24945,0,0,0,0,0,0
Gm24946,0,0,0,0,0,0
Gm24947,0,0,0,0,0,0
Gm24948,0,0,0,0,0,0
Gm24949,0,3,0,1,0,1
Gm2495,0,0,0,0,0,0
Gm24950,0,0,0,0,0,0
Gm24951,0,0,0,0,0,0
Gm24952,0,0,0,0,0,0
Gm24954,0,0,0,0,0,0
Gm24957,0,0,0,0,0,0
Gm24958,0,0,0,0,0,0
Gm24959,0,0,2,1,1,3
Gm24960,0,0,0,0,0,0
Gm24961,0,0,0,0,0,0
Gm24962,0,0,0,0,0,0
Gm24963,0,0,0,0,0,0
Gm24965,0,0,0,0,0,0
Gm24966,0,0,0,0,0,0
Gm24967,0,0,0,0,0,0
Gm24968,0,0,0,0,0,0
Gm24969,0,0,0,0,0,0
Gm2497,0,0,0,0,0,0
Gm24970,0,0,0,0,0,0
Gm24971,0,0,0,0,0,0
Gm24973,0,0,0,0,0,0
Gm24975,0,0,0,0,0,0
Gm24976,0,0,0,0,0,0
Gm24977,0,0,0,0,0,0
Gm24978,0,0,0,0,0,0
Gm24979,0,0,0,0,0,0
Gm24981,0,0,0,0,0,0
Gm24982,0,0,0,0,0,0
Gm24983,0,0,0,0,0,0
Gm24984,0,0,0,0,0,0
Gm24985,0,0,0,0,0,0
Gm24986,0,0,0,0,0,0
Gm24987,0,0,0,0,0,0
Gm24988,0,0,0,0,0,0
Gm24989,0,0,0,0,0,0
Gm24990,0,0,0,0,0,0
Gm24991,0,0,0,0,1,0
Gm24992,2,3,1,1,2,0
Gm24993,0,0,0,0,0,0
Gm24994,0,0,0,0,0,0
Gm24996,0,0,0,0,0,0
Gm24997,0,0,0,0,0,0
Gm24998,0,0,0,0,0,0
Gm24999,0,0,0,0,0,0
Gm25000,0,0,0,0,0,0
Gm25002,0,0,0,0,0,0
Gm25004,0,0,0,0,0,0
Gm25005,0,0,0,0,0,0
Gm25006,0,0,0,0,0,0
Gm25007,0,0,0,0,0,0
Gm25008,0,0,0,0,0,0
Gm25009,0,0,0,0,0,0
Gm25010,0,0,0,0,0,0
Gm25011,0,0,0,0,0,0
Gm25012,0,0,0,0,0,0
Gm25013,0,0,0,0,0,0
Gm25014,0,0,0,0,0,0
Gm25015,0,0,0,0,0,0
Gm25016,0,0,0,0,0,0
Gm25017,0,0,0,0,0,0
Gm25018,0,0,0,0,0,0
Gm25019,0,0,0,0,0,0
Gm25020,0,0,0,0,0,0
Gm25021,0,0,0,0,0,0
Gm25022,0,0,0,0,0,0
Gm25023,0,0,0,0,0,0
Gm25024,0,0,0,0,0,0
Gm25025,0,0,0,0,0,0
Gm25026,0,0,0,0,0,0
Gm25032,0,0,0,0,0,0
Gm25033,0,0,0,0,0,0
Gm25035,0,0,0,0,0,0
Gm25036,0,0,0,0,0,0
Gm25037,0,0,0,0,0,0
Gm25038,0,0,0,0,0,0
Gm25039,0,0,0,0,0,0
Gm25040,0,0,0,0,0,0
Gm25041,0,0,0,0,0,0
Gm25042,0,0,0,0,0,0
Gm25043,0,0,0,0,0,0
Gm25044,0,0,0,0,0,0
Gm25045,0,0,0,0,0,0
Gm25047,0,0,0,0,1,0
Gm25048,0,0,0,0,0,0
Gm25049,0,0,0,0,0,0
Gm2505,0,0,0,0,0,0
Gm25051,0,0,0,0,0,0
Gm25052,0,0,0,0,0,0
Gm25053,0,1,0,0,0,0
Gm25054,0,0,0,0,0,0
Gm25055,0,0,0,0,0,0
Gm25056,0,0,0,0,0,0
Gm25057,0,0,0,0,0,0
Gm25058,0,0,0,0,0,0
Gm25059,0,0,0,0,0,0
Gm25060,0,0,0,0,0,0
Gm25061,0,0,0,0,0,0
Gm25063,0,0,0,0,0,0
Gm25064,0,0,0,0,0,0
Gm25065,0,0,0,0,0,0
Gm25066,0,0,0,0,0,0
Gm25068,0,0,0,0,0,0
Gm25069,0,0,0,0,0,0
Gm25070,0,0,0,0,0,0
Gm25071,0,0,0,0,0,0
Gm25072,0,0,0,0,0,0
Gm25074,0,0,0,0,0,0
Gm25076,0,0,0,0,0,0
Gm25077,0,0,0,0,0,0
Gm25078,0,0,0,0,0,0
Gm25079,0,0,0,0,0,0
Gm25080,0,0,0,1,0,0
Gm25081,0,0,0,0,0,0
Gm25082,22,13,13,20,14,23
Gm25083,0,0,0,0,0,0
Gm25084,0,0,0,0,0,0
Gm25085,0,0,0,0,0,0
Gm25086,0,0,0,0,0,0
Gm25087,0,0,0,0,0,0
Gm25088,0,0,0,0,0,0
Gm25089,0,0,0,0,0,0
Gm25090,0,0,0,0,0,0
Gm25091,0,0,0,0,0,0
Gm25092,0,0,0,0,0,0
Gm25093,0,0,0,0,0,0
Gm25094,0,0,0,0,0,0
Gm25095,0,0,0,0,0,0
Gm25096,0,0,0,0,0,0
Gm25097,0,0,0,0,0,0
Gm25098,0,0,0,0,0,0
Gm25099,2,2,3,1,1,4
Gm25100,0,0,0,0,0,0
Gm25101,0,0,0,0,0,0
Gm25102,0,0,0,0,0,0
Gm25103,0,0,0,0,0,0
Gm25104,0,0,0,0,0,0
Gm25105,0,0,0,0,0,0
Gm25106,2,2,2,1,2,4
Gm25107,0,0,0,0,0,0
Gm25108,0,0,0,0,0,0
Gm25109,0,0,0,0,0,0
Gm2511,0,0,0,0,0,0
Gm25110,0,0,0,0,0,0
Gm25111,0,0,0,0,0,0
Gm25112,0,0,0,0,0,0
Gm25113,0,0,0,0,0,0
Gm25115,0,0,0,0,0,0
Gm25116,0,0,0,0,0,0
Gm25117,0,0,0,0,0,0
Gm25119,0,0,0,0,0,0
Gm25120,0,0,0,0,0,0
Gm25121,0,0,0,0,0,0
Gm25123,0,0,0,0,0,0
Gm25124,0,0,0,0,0,0
Gm25125,0,0,0,0,0,0
Gm25126,0,0,0,0,0,0
Gm25127,0,0,0,0,0,0
Gm25128,0,0,0,0,0,0
Gm25129,0,0,0,0,0,0
Gm25130,0,0,0,0,0,0
Gm25131,0,0,0,0,0,1
Gm25132,0,0,0,0,0,0
Gm25133,0,0,0,0,0,0
Gm25134,0,0,0,0,0,0
Gm25135,0,0,0,0,0,0
Gm25136,0,0,0,0,0,0
Gm25137,0,0,0,0,0,0
Gm25138,0,0,0,0,0,0
Gm25139,0,0,0,0,0,0
Gm25140,0,0,0,0,0,0
Gm25141,0,0,0,0,0,0
Gm25142,0,0,0,0,0,0
Gm25143,0,0,0,0,0,0
Gm25144,0,0,0,0,0,0
Gm25145,0,0,0,0,0,0
Gm25146,0,0,0,0,0,0
Gm25147,0,0,0,0,0,0
Gm25148,0,0,0,0,0,0
Gm25149,0,0,0,0,0,0
Gm25150,0,0,0,0,0,0
Gm25151,0,0,0,0,0,0
Gm25152,0,0,0,0,0,0
Gm25153,0,0,0,0,0,0
Gm25154,0,0,0,0,0,0
Gm25155,0,0,0,0,0,0
Gm25156,0,0,0,0,0,0
Gm25157,0,0,0,0,0,0
Gm25158,0,0,0,0,0,0
Gm2516,0,0,0,0,0,0
Gm25160,0,0,0,0,0,0
Gm25161,0,0,0,0,0,0
Gm25162,0,0,0,0,0,0
Gm25163,0,0,0,0,0,0
Gm25164,0,0,0,0,0,0
Gm25166,0,0,0,0,0,0
Gm25167,0,0,0,0,0,0
Gm25168,0,0,0,0,0,0
Gm25169,0,0,0,0,0,0
Gm25170,0,0,0,0,0,0
Gm25171,0,0,0,0,0,0
Gm25173,0,0,0,0,0,0
Gm25175,0,0,0,0,0,0
Gm25176,0,0,0,0,0,0
Gm25177,0,0,0,0,2,2
Gm25178,0,0,0,0,0,0
Gm25179,0,0,0,0,0,0
Gm25180,0,0,0,0,0,0
Gm25183,0,0,0,0,0,0
Gm25184,1,0,0,0,0,0
Gm25185,0,0,0,0,0,0
Gm25186,0,0,0,0,0,0
Gm25187,0,0,0,0,0,0
Gm25188,0,0,0,0,0,0
Gm25189,0,0,0,0,0,0
Gm25190,0,0,0,0,0,0
Gm25193,1,0,0,0,0,0
Gm25194,0,0,0,0,0,0
Gm25195,0,0,0,0,0,0
Gm25196,0,0,0,0,0,0
Gm25197,0,0,0,0,0,0
Gm25198,0,0,0,0,0,0
Gm25199,0,0,0,0,0,0
Gm25200,0,0,0,0,0,0
Gm25201,0,0,0,0,0,0
Gm25202,0,1,0,0,0,0
Gm25203,0,0,0,0,0,0
Gm25204,0,0,0,0,0,0
Gm25205,0,0,0,0,0,0
Gm25207,0,0,0,0,0,0
Gm25208,0,0,0,0,0,0
Gm25209,0,0,0,0,0,0
Gm25210,0,0,0,0,0,0
Gm25211,0,0,0,0,0,0
Gm25212,0,0,0,0,0,0
Gm25213,0,0,0,0,0,0
Gm25214,0,0,0,0,0,0
Gm25215,0,0,0,0,0,0
Gm25216,0,0,0,0,0,0
Gm25217,0,0,0,0,0,0
Gm25219,2,1,0,0,1,0
Gm2522,0,0,0,0,0,0
Gm25220,0,0,0,0,0,0
Gm25221,0,0,0,0,0,0
Gm25222,0,0,0,0,0,0
Gm25223,0,0,0,0,0,0
Gm25224,0,0,0,0,0,0
Gm25225,0,0,0,0,0,0
Gm25226,0,0,0,0,0,0
Gm25227,0,0,0,0,0,0
Gm25228,0,0,0,0,0,0
Gm25229,0,0,0,0,0,0
Gm25230,0,0,0,0,0,0
Gm25232,0,0,0,0,0,0
Gm25235,1,0,0,0,0,1
Gm25238,0,0,0,0,0,0
Gm25239,0,0,0,0,0,0
Gm25240,0,0,0,0,0,0
Gm25241,0,0,0,0,0,0
Gm25243,0,0,0,0,0,0
Gm25244,0,0,0,0,0,0
Gm25245,0,0,0,0,0,0
Gm25246,0,0,0,0,0,0
Gm25247,0,0,0,0,0,0
Gm25248,0,0,0,0,0,0
Gm25249,0,0,0,0,0,0
Gm25250,0,0,0,0,0,0
Gm25252,0,0,0,0,0,0
Gm25253,0,0,0,0,0,0
Gm25254,0,0,0,0,0,0
Gm25255,0,0,0,0,0,0
Gm25256,0,0,0,0,0,0
Gm25257,0,0,0,0,0,0
Gm25258,0,0,0,0,0,0
Gm25259,0,0,0,0,0,0
Gm25260,0,0,0,0,0,0
Gm25261,0,0,0,0,0,0
Gm25262,0,0,0,0,0,0
Gm25263,0,0,0,0,0,0
Gm25264,0,0,0,0,0,0
Gm25265,9,10,13,12,10,9
Gm25266,0,0,0,0,0,0
Gm25267,0,0,0,0,0,0
Gm25268,0,0,0,0,0,0
Gm25269,0,0,0,0,0,0
Gm25270,0,0,0,0,0,0
Gm25271,0,0,0,0,0,0
Gm25272,0,0,0,0,0,0
Gm25273,0,0,0,0,0,0
Gm25274,0,0,0,0,0,0
Gm25275,0,0,0,0,0,0
Gm25276,0,0,0,0,0,0
Gm25277,0,0,0,0,0,0
Gm25278,0,0,0,0,0,0
Gm25279,0,0,0,0,0,0
Gm25280,0,0,0,0,0,0
Gm25281,0,0,0,0,0,0
Gm25282,0,0,0,0,0,0
Gm25283,0,0,0,0,0,0
Gm25284,0,0,0,0,0,0
Gm25285,0,0,0,0,0,0
Gm25286,0,0,0,0,0,0
Gm25287,0,0,0,0,0,0
Gm25288,0,1,0,1,2,1
Gm25289,0,0,0,0,0,0
Gm25290,0,0,0,0,0,0
Gm25291,0,0,0,0,0,0
Gm25292,0,0,0,0,0,0
Gm25293,0,0,0,0,0,0
Gm25294,0,0,0,0,0,0
Gm25295,0,0,0,0,0,0
Gm25296,0,0,0,0,0,0
Gm25297,0,0,0,0,0,0
Gm25299,0,0,0,0,0,0
Gm25300,0,0,0,0,0,0
Gm25301,0,0,0,0,0,0
Gm25303,0,0,0,0,0,0
Gm25306,0,0,0,0,0,0
Gm25307,0,0,0,0,0,0
Gm25308,0,0,0,0,0,0
Gm25309,0,0,0,0,0,0
Gm2531,48,45,31,42,56,26
Gm25311,0,0,0,0,0,0
Gm25312,0,0,0,0,0,0
Gm25313,0,0,1,0,0,0
Gm25314,0,0,0,0,0,0
Gm25315,0,0,0,0,0,0
Gm25316,0,0,0,0,0,0
Gm25317,0,0,0,0,0,0
Gm25318,0,0,0,0,0,0
Gm25319,0,0,0,0,0,0
Gm25320,0,0,0,0,0,0
Gm25321,0,0,0,0,0,0
Gm25322,0,0,0,0,0,0
Gm25323,0,0,0,0,0,0
Gm25325,0,0,0,0,0,0
Gm25326,0,0,0,0,0,0
Gm25327,0,0,0,0,0,0
Gm25328,0,1,0,0,0,2
Gm25329,0,0,0,0,0,0
Gm25332,0,0,0,0,0,0
Gm25333,0,0,0,0,0,0
Gm25334,0,0,0,0,0,0
Gm25335,0,0,0,0,0,0
Gm25336,0,0,0,0,0,0
Gm25337,0,1,0,0,0,0
Gm25338,0,0,0,0,0,0
Gm25339,0,0,0,0,0,0
Gm25341,0,0,0,0,0,0
Gm25342,0,0,0,0,0,0
Gm25343,0,0,0,0,0,0
Gm25344,0,0,0,0,0,0
Gm25345,0,0,0,0,0,0
Gm25346,0,0,0,0,0,0
Gm25347,0,0,0,0,0,0
Gm25348,0,0,0,0,0,0
Gm25349,0,0,0,0,0,0
Gm25350,0,0,0,0,0,0
Gm25352,0,0,0,0,0,0
Gm25353,0,0,0,0,0,0
Gm25354,0,0,0,0,0,0
Gm25355,0,0,0,0,0,0
Gm25357,0,0,0,0,0,0
Gm25358,0,0,0,0,0,0
Gm25359,0,0,0,0,0,0
Gm25360,11,26,15,19,16,25
Gm25361,0,0,0,0,0,0
Gm25362,0,0,0,0,0,0
Gm25363,0,0,1,0,3,0
Gm25364,0,0,0,0,0,0
Gm25365,0,0,0,0,0,0
Gm25366,0,0,0,0,0,0
Gm25367,0,0,0,0,0,0
Gm25368,0,0,0,0,0,0
Gm25369,0,0,0,0,0,0
Gm25370,0,0,0,0,0,0
Gm25371,0,0,0,0,0,0
Gm25372,0,0,0,0,0,0
Gm25373,0,0,0,0,0,0
Gm25374,0,0,0,0,0,0
Gm25375,0,0,0,0,0,0
Gm25376,0,0,0,0,0,0
Gm25377,0,0,0,0,0,0
Gm25378,0,0,0,0,0,0
Gm25379,0,0,0,1,0,0
Gm25380,0,0,0,0,0,0
Gm25381,0,0,0,0,0,0
Gm25382,0,0,0,0,0,0
Gm25383,0,0,0,0,0,0
Gm25384,0,0,0,0,0,0
Gm25386,0,0,0,0,0,0
Gm25387,0,0,0,0,0,0
Gm25388,0,0,0,0,0,0
Gm25389,0,0,0,0,0,0
Gm2539,0,0,0,0,0,0
Gm25390,0,0,0,0,0,0
Gm25391,0,0,0,0,0,0
Gm25392,0,0,0,0,0,0
Gm25393,0,0,0,0,0,0
Gm25394,1,0,0,0,0,0
Gm25395,9,9,2,5,5,6
Gm25396,0,0,0,0,0,0
Gm25397,0,0,0,0,0,0
Gm25399,0,0,0,0,0,0
Gm25401,0,0,0,0,0,0
Gm25402,0,0,0,0,0,0
Gm25403,0,0,0,0,0,0
Gm25404,0,0,0,0,0,0
Gm25405,0,0,0,0,0,0
Gm25406,0,0,0,0,0,0
Gm25407,0,0,0,0,0,0
Gm25408,0,0,0,0,0,0
Gm25409,0,0,0,0,0,0
Gm2541,62,122,82,69,95,161
Gm25410,0,0,0,0,0,0
Gm25411,0,0,0,0,0,0
Gm25412,0,0,0,0,0,0
Gm25413,0,0,0,0,1,0
Gm25414,0,0,0,0,0,0
Gm25415,0,0,0,0,0,0
Gm25416,0,0,0,0,0,0
Gm25417,0,0,0,0,0,0
Gm25418,0,0,0,0,0,0
Gm25419,0,0,0,0,0,0
Gm25420,0,0,0,0,0,0
Gm25421,0,0,0,0,0,0
Gm25422,0,0,0,0,0,0
Gm25423,0,0,0,0,0,0
Gm25424,0,0,0,0,0,0
Gm25425,0,0,0,0,0,0
Gm25426,0,0,0,0,0,0
Gm25427,0,0,0,0,0,0
Gm25428,0,0,0,0,0,0
Gm25429,0,0,0,0,0,0
Gm25430,0,0,0,0,0,0
Gm25431,0,0,0,0,0,0
Gm25432,0,0,0,0,0,0
Gm25433,0,0,0,0,0,0
Gm25434,0,0,0,0,0,0
Gm25435,0,0,0,0,0,0
Gm25436,1,0,0,0,3,4
Gm25437,0,0,0,0,0,0
Gm25438,0,0,0,0,0,0
Gm25439,0,0,0,0,0,0
Gm25440,0,0,0,0,0,0
Gm25442,0,0,0,0,0,0
Gm25443,0,0,0,0,0,0
Gm25444,0,0,0,0,0,0
Gm25445,2,2,3,1,1,2
Gm25447,0,0,0,0,0,0
Gm25448,0,0,0,0,0,0
Gm25449,0,0,0,0,0,0
Gm25450,0,0,0,0,0,0
Gm25451,0,0,0,0,0,0
Gm25452,0,0,0,0,0,0
Gm25453,0,0,0,0,0,0
Gm25454,0,0,0,0,0,0
Gm25455,0,0,0,0,0,0
Gm25456,0,0,0,0,0,0
Gm25457,0,0,0,0,0,0
Gm25458,0,0,0,0,0,0
Gm25459,0,0,0,0,0,0
Gm2546,5,8,4,1,1,6
Gm25460,0,0,0,0,0,0
Gm25461,0,0,0,0,0,0
Gm25462,0,0,0,0,0,0
Gm25463,0,0,0,0,0,0
Gm25464,0,0,0,0,0,0
Gm25465,0,0,0,0,0,0
Gm25466,0,0,0,0,0,0
Gm25470,0,0,0,0,0,0
Gm25471,0,0,0,0,0,0
Gm25472,0,0,0,0,0,0
Gm25473,0,0,0,0,0,0
Gm25474,0,0,0,0,0,0
Gm25475,0,0,0,0,0,0
Gm25476,0,0,0,0,0,0
Gm25480,0,0,0,0,0,0
Gm25481,0,0,0,0,0,0
Gm25482,0,0,0,0,0,0
Gm25483,0,0,0,0,0,0
Gm25484,0,0,0,0,0,0
Gm25485,0,0,0,0,0,0
Gm25486,0,0,0,0,0,0
Gm25487,0,0,0,0,0,0
Gm25488,0,0,0,0,0,0
Gm25489,0,0,0,0,0,0
Gm25490,0,0,0,0,0,0
Gm25491,0,0,0,0,0,0
Gm25492,0,0,1,1,0,0
Gm25493,0,0,0,0,0,0
Gm25494,0,0,0,0,0,0
Gm25495,0,0,0,0,0,0
Gm25496,0,0,0,0,0,0
Gm25497,0,0,0,0,1,0
Gm25498,0,0,0,0,0,0
Gm25499,0,0,0,0,0,0
Gm25500,0,0,0,0,0,0
Gm25501,0,0,0,0,0,0
Gm25502,0,0,0,0,0,0
Gm25505,0,0,0,0,0,0
Gm25506,0,0,0,0,0,0
Gm25507,0,0,0,0,0,0
Gm25509,0,0,0,0,0,0
Gm25510,0,0,0,0,0,0
Gm25512,0,0,0,0,0,0
Gm25513,0,0,0,0,0,0
Gm25514,0,0,0,0,0,0
Gm25515,0,0,0,0,0,0
Gm25516,0,0,0,0,0,0
Gm25517,0,1,0,0,0,0
Gm25518,0,0,0,0,0,0
Gm25519,0,0,0,0,0,0
Gm25520,0,0,0,0,0,0
Gm25521,0,0,0,0,0,0
Gm25522,0,0,0,0,0,0
Gm25523,0,0,0,0,0,0
Gm25524,0,0,0,0,0,0
Gm25525,0,0,0,0,0,0
Gm25526,0,0,0,0,0,1
Gm25528,0,0,0,0,0,0
Gm25529,0,0,0,0,0,0
Gm25533,0,0,0,0,0,0
Gm25534,0,0,0,0,0,0
Gm25535,0,0,0,0,0,0
Gm25537,0,0,0,0,0,0
Gm25538,0,0,0,0,0,0
Gm25539,0,0,0,0,0,0
Gm25540,0,0,0,0,0,0
Gm25541,0,0,1,0,0,0
Gm25542,0,0,0,0,0,0
Gm25543,0,0,0,0,0,0
Gm25544,0,0,0,0,1,0
Gm25545,0,1,0,0,0,0
Gm25546,0,0,0,0,0,0
Gm25547,0,0,0,0,0,1
Gm25548,0,0,0,0,0,0
Gm25549,0,1,0,0,0,0
Gm25550,0,0,0,0,0,0
Gm25551,0,0,0,0,0,0
Gm25552,0,0,0,0,0,0
Gm25553,0,0,0,0,0,0
Gm25554,0,0,0,0,0,0
Gm25555,0,0,0,0,0,0
Gm25556,0,0,0,0,0,0
Gm25557,0,0,0,0,0,0
Gm25558,0,0,0,0,0,0
Gm25559,0,0,0,0,0,0
Gm25560,0,0,0,0,0,0
Gm25561,0,0,0,0,0,0
Gm25562,0,0,0,0,0,0
Gm25563,0,0,0,0,0,0
Gm25564,0,0,0,0,0,0
Gm25565,0,0,0,0,0,0
Gm25569,0,0,0,0,0,0
Gm25570,0,0,0,0,0,0
Gm25571,0,0,0,0,0,0
Gm25572,0,0,0,0,0,0
Gm25574,0,0,0,0,0,0
Gm25577,0,0,0,0,0,0
Gm25578,0,0,0,0,0,0
Gm25579,0,0,0,0,0,0
Gm25580,0,0,0,1,0,1
Gm25581,0,0,0,0,0,0
Gm25582,0,0,0,0,0,0
Gm25583,0,0,0,0,0,0
Gm25585,0,0,0,0,0,0
Gm25586,0,0,0,0,0,0
Gm25587,0,0,0,0,0,0
Gm25588,0,0,0,0,0,0
Gm25589,0,0,0,0,0,0
Gm2559,0,0,0,0,0,0
Gm25591,0,0,0,0,0,0
Gm25592,0,0,0,0,0,0
Gm25593,0,0,0,0,0,0
Gm25594,0,0,0,0,0,0
Gm25595,0,0,0,0,0,0
Gm25596,1,0,0,0,0,0
Gm25597,0,0,0,0,0,0
Gm25598,0,0,0,0,0,0
Gm25599,0,0,0,0,0,0
Gm25600,1,0,0,0,0,0
Gm25601,0,0,0,0,0,0
Gm25602,0,0,0,0,0,0
Gm25603,0,0,0,0,0,0
Gm25604,0,0,0,0,0,0
Gm25605,0,0,0,1,0,0
Gm25606,0,0,0,0,0,0
Gm25607,0,0,0,0,0,0
Gm25608,0,0,0,0,0,0
Gm25609,0,0,0,0,0,0
Gm25610,0,0,0,0,0,0
Gm25611,0,0,0,0,0,0
Gm25612,0,0,0,0,0,0
Gm25613,1,2,1,0,0,0
Gm25614,0,0,0,0,0,0
Gm25615,0,0,0,0,0,0
Gm25617,0,0,0,0,0,0
Gm25618,0,0,0,0,0,0
Gm25619,0,0,0,0,0,0
Gm25621,0,0,0,0,0,0
Gm25622,0,0,0,0,0,0
Gm25623,0,0,0,0,0,0
Gm25624,0,0,0,0,0,0
Gm25625,0,0,0,0,0,0
Gm25626,0,0,0,0,0,0
Gm25627,0,0,0,0,0,0
Gm25628,0,0,0,0,0,0
Gm25629,0,0,0,0,0,0
Gm25630,0,0,0,0,0,0
Gm25631,0,0,0,0,0,0
Gm25632,0,0,0,0,0,0
Gm25633,0,0,0,0,0,0
Gm25634,0,0,0,0,0,0
Gm25635,0,0,0,0,0,0
Gm25636,0,0,0,0,0,0
Gm25637,0,0,0,0,0,0
Gm2564,0,0,0,0,0,0
Gm25640,0,0,0,0,0,0
Gm25641,0,0,0,0,0,0
Gm25642,0,0,0,0,0,0
Gm25643,0,0,0,0,0,0
Gm25644,0,0,0,0,0,0
Gm25646,0,0,0,0,0,0
Gm25647,0,0,0,0,0,0
Gm25648,0,0,0,0,0,0
Gm25649,0,0,0,0,0,0
Gm25650,0,0,0,0,0,0
Gm25651,0,0,0,0,0,0
Gm25652,0,0,0,0,0,0
Gm25653,0,0,0,0,0,0
Gm25654,0,0,0,0,0,0
Gm25655,0,0,0,0,0,0
Gm25656,0,0,0,0,0,0
Gm25657,0,0,0,0,0,0
Gm25658,0,0,0,0,0,0
Gm25659,0,0,0,0,0,0
Gm2566,0,0,0,0,0,0
Gm25660,0,0,0,0,0,0
Gm25661,0,0,0,0,0,0
Gm25663,0,0,0,0,0,0
Gm25664,0,0,0,0,0,0
Gm25665,0,0,0,0,0,0
Gm25666,0,0,0,0,0,0
Gm25667,0,0,0,0,0,0
Gm25668,0,0,0,0,0,0
Gm25669,0,0,0,0,0,0
Gm25670,0,0,0,0,0,0
Gm25671,0,0,0,0,0,0
Gm25672,0,0,0,0,0,0
Gm25673,0,0,0,0,0,0
Gm25675,0,0,0,0,0,0
Gm25677,0,0,0,0,0,0
Gm25678,0,0,0,0,0,0
Gm25679,0,0,0,0,0,0
Gm2568,0,0,0,0,0,0
Gm25680,0,0,0,0,0,0
Gm25681,0,0,0,0,0,0
Gm25682,0,0,0,0,0,0
Gm25683,0,0,0,0,0,0
Gm25684,0,0,0,0,0,0
Gm25687,0,0,0,0,0,0
Gm25690,0,0,0,0,0,0
Gm25692,0,0,0,0,0,0
Gm25693,0,0,0,0,0,0
Gm25694,1,0,1,2,0,0
Gm25696,0,0,0,0,0,0
Gm25697,0,0,0,0,0,0
Gm25698,0,0,0,0,0,0
Gm25699,0,0,0,0,0,0
Gm25700,0,0,0,0,0,0
Gm25701,0,0,0,0,0,0
Gm25702,0,0,0,0,0,0
Gm25703,0,0,0,0,0,0
Gm25704,0,0,0,0,0,0
Gm25705,0,0,0,0,0,0
Gm25706,0,0,0,0,1,0
Gm25707,0,0,0,0,0,0
Gm25708,0,0,0,0,0,0
Gm25709,0,0,0,0,0,0
Gm25710,0,0,0,0,0,0
Gm25711,0,0,0,0,0,0
Gm25712,0,0,0,0,0,0
Gm25713,0,0,0,0,0,0
Gm25714,0,0,0,0,0,0
Gm25715,0,0,0,0,0,0
Gm25716,0,0,0,0,0,0
Gm25717,0,0,0,0,0,0
Gm25718,0,0,0,0,0,0
Gm25720,0,0,0,0,0,0
Gm25721,0,0,0,0,0,0
Gm25722,0,0,0,0,0,0
Gm25723,0,0,0,0,0,0
Gm25724,0,0,0,0,0,0
Gm25725,0,0,0,0,0,0
Gm25726,0,0,0,0,0,0
Gm25727,0,0,0,0,0,0
Gm25728,0,0,0,0,0,0
Gm25729,0,0,0,0,0,0
Gm25730,0,0,0,0,0,0
Gm25731,0,0,0,0,0,0
Gm25732,0,0,0,0,0,0
Gm25735,0,0,0,0,0,0
Gm25736,0,0,0,0,0,0
Gm25737,0,0,0,0,0,0
Gm25739,0,0,0,0,0,0
Gm2574,0,0,0,1,0,0
Gm25740,0,0,0,0,0,0
Gm25741,0,0,0,0,0,0
Gm25742,0,0,0,0,0,0
Gm25744,0,0,0,0,0,0
Gm25745,0,0,0,0,0,0
Gm25747,0,0,0,0,0,0
Gm25748,0,0,0,0,0,0
Gm25749,0,0,0,0,0,0
Gm25750,0,0,0,0,0,0
Gm25753,0,0,0,0,0,0
Gm25754,0,0,0,0,0,0
Gm25755,0,0,0,0,0,0
Gm25756,0,0,0,0,0,0
Gm25757,0,0,0,0,0,0
Gm25758,0,0,0,0,0,0
Gm25759,0,0,0,0,0,0
Gm25760,0,0,0,0,0,0
Gm25761,0,0,0,0,0,0
Gm25762,0,0,0,0,0,0
Gm25763,0,0,0,0,0,0
Gm25764,0,0,0,0,0,0
Gm25765,0,0,0,0,0,0
Gm25766,0,0,0,0,0,0
Gm25767,0,0,0,0,0,0
Gm25768,0,0,0,0,0,0
Gm25769,0,0,0,0,0,0
Gm25770,0,0,0,0,0,0
Gm25771,0,0,0,0,0,0
Gm25772,0,0,0,0,0,0
Gm25773,0,0,0,0,0,0
Gm25774,0,0,0,0,0,0
Gm25775,0,0,0,0,0,0
Gm25776,0,0,0,1,1,1
Gm25777,0,0,0,1,0,0
Gm25778,0,0,0,0,0,0
Gm25779,0,0,0,0,0,0
Gm25780,1,0,0,0,0,3
Gm25781,0,0,0,0,0,0
